word,category,frequency,length
talents,noun,28,7
careers,noun,14,7
expectations,noun,23,12
meant,verb,100,5
knock,noun,15,5
agree,verb,51,5
heights,noun,23,7
blond,adjective,11,5
sensational,adjective,6,11
terror,noun,25,6
ultimate,adjective,59,8
happier,adjective,11,7
peaks,noun,8,5
professionals,noun,10,13
spelled,verb,6,7
fifteenth,adjective,9,9
rare,adjective,41,4
possessing,verb,6,10
enabled,verb,12,7
resented,verb,8,8
push,verb,37,4
inherited,verb,16,9
class,noun,207,5
c,noun,121,1
body,noun,276,4
beautiful,adjective,127,9
preached,verb,8,8
kid,noun,61,3
bubble,noun,12,6
gum,noun,14,3
oats,noun,7,4
sights,noun,15,6
broadway,noun,24,8
bestowed,verb,7,8
intended,verb,45,8
continues,verb,41,9
spread,verb,83,6
thin,adjective,92,4
inviting,adjective,8,8
glamorous,adjective,5,9
alvin,noun,6,5
wonderful,adjective,53,9
leo,noun,7,3
taught,verb,50,6
rushed,verb,27,6
romantic,adjective,32,8
concerns,verb,43,8
joan,noun,14,4
monroe,noun,12,6
wendell,noun,8,7
lake,noun,54,4
brother,noun,73,7
marriage,noun,95,8
winter,noun,83,6
holiday,noun,17,7
occasion,noun,58,8
arrive,verb,24,6
christmas,noun,27,9
holidays,noun,12,8
peter,noun,36,5
westminster,noun,23,11
sister,noun,38,6
baby,noun,62,4
mother,noun,216,6
bride,noun,33,5
wedding,noun,32,7
cancer,noun,25,6
foundation,noun,38,10
opera,noun,46,5
housed,verb,12,6
mccormick,noun,8,9
exciting,adjective,29,8
evening,noun,133,7
adds,verb,10,4
publicity,noun,27,9
frederick,noun,19,9
hamm,noun,7,4
stevens,noun,18,7
niece,noun,8,5
lawn,noun,15,4
tennis,noun,15,6
buffet,noun,6,6
supper,noun,37,6
bus,noun,34,3
loud,adjective,15,4
artistic,adjective,33,8
success,noun,93,7
ringing,verb,10,7
ears,noun,38,4
earn,verb,16,4
entertainment,noun,29,13
embassies,noun,7,9
near,adjective,177,4
far,adjective,41,3
bushes,noun,10,6
oriental,adjective,16,8
talent,noun,40,6
cultural,adjective,55,8
activities,noun,115,10
instance,noun,82,8
dancers,noun,31,7
whirling,verb,10,8
obstacle,noun,10,8
smoothed,verb,7,8
separated,verb,43,9
egypt,noun,14,5
visa,noun,5,4
honolulu,noun,6,8
japan,noun,38,5
hong,noun,11,4
kong,noun,11,4
pakistan,noun,7,8
rome,noun,70,4
london,noun,89,6
youngest,adjective,13,8
molly,noun,5,5
debutante,noun,5,9
gown,noun,16,4
fitted,verb,20,6
invitations,noun,14,11
addressed,verb,19,9
arts,noun,66,4
folk,noun,34,4
festival,noun,27,8
singers,noun,13,7
sing,verb,34,4
songs,noun,59,5
byron,noun,16,5
italian,adjective,47,7
studying,verb,40,8
florence,noun,5,8
europe,noun,118,6
telling,verb,52,7
engagement,noun,22,10
girl,noun,220,4
farewell,noun,14,8
canceled,verb,6,8
surgery,noun,6,7
actress,noun,6,7
costumes,noun,18,8
towne,noun,9,5
trees,noun,101,5
streets,noun,60,7
wheeled,verb,10,7
trains,noun,16,6
phoenix,noun,9,7
portable,adjective,13,8
typewriter,noun,10,10
hinted,verb,7,6
sunny,noun,13,5
tommy,noun,18,5
promotional,adjective,6,11
fallout,noun,31,7
shelters,noun,25,8
beer,noun,35,4
stein,noun,18,5
nights,noun,33,6
ethics,noun,19,6
morals,noun,7,6
comic,noun,9,5
gary,noun,5,4
lucille,noun,13,7
scoop,noun,5,5
jane,noun,35,4
russell,noun,12,7
singing,verb,47,7
appearances,noun,14,11
cry,verb,48,3
pain,noun,88,4
injection,noun,7,9
nerve,noun,12,5
studio,noun,31,6
makes,verb,172,5
column,noun,71,6
handsome,adjective,40,8
favorite,adjective,41,8
stricken,verb,6,8
phones,noun,7,6
memphis,noun,8,7
entertain,verb,14,9
mail,verb,47,4
box,noun,70,3
dough,noun,13,5
garson,noun,9,6
gorgeous,adjective,7,8
doris,noun,5,5
marty,noun,14,5
tour,noun,40,4
carnegie,noun,8,8
toast,verb,19,5
movie,noun,29,5
lover,noun,19,5
flower,noun,23,6
drum,noun,11,4
lovely,adjective,44,6
touches,noun,14,7
fur,noun,13,3
typical,adjective,65,7
mink,noun,5,4
mason,noun,24,5
goodness,noun,16,8
sake,noun,35,4
herbert,noun,12,7
slogan,noun,7,6
knight,noun,18,6
buy,verb,70,3
candy,noun,16,5
brain,noun,45,5
boss,noun,20,4
holders,noun,5,7
stock,noun,147,5
jump,noun,24,4
mentioned,verb,79,9
wear,verb,35,4
uniform,noun,51,7
bayonet,noun,6,7
gate,noun,37,4
sentry,noun,6,6
confident,adjective,16,9
via,function,47,3
mighty,adjective,16,6
bombs,noun,35,5
peasants,noun,12,8
albert,noun,29,6
awarded,verb,17,7
nobel,noun,7,5
african,noun,28,7
collect,verb,16,7
telephoned,verb,16,10
muttered,verb,17,8
frightening,verb,14,11
roles,noun,34,5
dynamite,noun,5,8
opens,verb,16,5
rest,verb,163,4
swim,noun,15,4
doings,noun,6,6
tribune,noun,13,7
tells,verb,34,5
misses,verb,5,6
jean,noun,23,4
angel,noun,18,5
import,verb,17,6
crazy,adjective,34,5
twist,noun,18,5
lessons,noun,17,7
cheer,noun,8,5
francis,noun,21,7
suggestions,noun,23,11
deposit,noun,9,7
boxes,noun,14,5
dies,verb,12,4
closed,verb,106,6
gods,noun,14,4
gala,adjective,7,4
music,noun,216,5
dancing,verb,43,7
furnished,verb,23,9
orchestra,noun,60,9
guests,noun,62,6
genial,adjective,5,6
birthday,noun,18,8
chase,noun,18,5
mercy,noun,20,5
santa,noun,28,5
colorado,noun,13,8
palace,noun,38,6
black,adjective,203,5
stag,noun,8,4
dining,noun,28,6
parker,noun,63,6
eastern,adjective,32,7
juniors,noun,31,7
staged,verb,16,6
preceded,verb,15,8
decorations,noun,8,11
stanley,noun,35,7
wright,noun,46,6
milton,noun,17,6
bradford,noun,5,8
carruthers,noun,5,10
glass,noun,99,5
alfred,noun,52,6
smile,noun,58,5
practical,adjective,68,9
qualities,noun,45,9
esther,noun,9,6
marr,noun,6,4
asset,noun,5,5
salvation,noun,32,9
civilian,noun,24,8
covers,verb,32,6
tasks,noun,29,5
link,noun,16,4
bridge,verb,98,6
pressing,verb,25,8
written,verb,154,7
plenty,noun,48,6
schedules,noun,10,9
solved,verb,19,6
welcome,noun,50,7
mat,noun,5,3
decides,verb,12,7
wants,verb,72,5
steaming,verb,5,8
coffee,noun,78,6
awaiting,verb,7,8
chat,verb,5,4
presents,verb,33,8
bum,verb,7,3
tickets,noun,14,7
sporting,verb,9,8
concerts,noun,25,8
cookies,noun,6,7
sugar,noun,34,5
watching,verb,76,8
parole,noun,5,6
vacation,noun,47,8
vast,adjective,61,4
bleak,adjective,10,5
suitcases,noun,5,9
magic,adjective,37,5
ah,function,22,2
simple,adjective,160,6
reared,verb,10,6
grandma,noun,13,7
journey,noun,28,7
testify,verb,8,7
motels,noun,7,6
comfort,noun,43,7
stations,noun,85,8
scots,noun,8,5
wagons,noun,17,6
restaurants,noun,12,11
snake,noun,44,5
braced,verb,5,6
offers,verb,45,6
beauty,noun,71,6
accommodations,noun,8,14
tastes,noun,10,6
motel,noun,24,5
heat,noun,97,4
storm,noun,26,5
cellar,noun,26,6
pools,noun,15,5
innumerable,adjective,6,11
boast,verb,8,5
swimming,verb,37,8
poised,verb,12,6
adults,noun,23,6
myself,function,129,6
tourists,noun,12,8
village,noun,72,7
marvel,verb,6,6
luxury,noun,21,6
winchester,noun,12,10
suite,noun,26,5
elegant,adjective,14,7
furniture,noun,39,9
pink,adjective,48,4
satin,noun,5,5
chairs,noun,23,6
tile,noun,16,4
bath,noun,26,4
towels,noun,11,6
proprietor,noun,11,10
ants,noun,7,4
ellen,noun,10,5
methodist,adjective,13,9
theology,noun,19,8
attendants,noun,7,10
baker,noun,36,5
chapel,noun,20,6
presbyterian,noun,11,12
rhodes,noun,8,6
kappa,noun,5,5
gamma,noun,5,5
mortar,noun,11,6
alpha,noun,6,5
fellowship,noun,36,10
freeman,noun,11,7
wore,verb,65,4
skirt,noun,21,5
lace,noun,7,4
veil,noun,8,4
crown,noun,19,5
maid,noun,31,4
carter,noun,7,6
conrad,noun,10,6
ken,noun,12,3
seated,verb,24,6
corpus,noun,6,6
shirley,noun,5,7
meredith,noun,18,8
hardy,noun,42,5
beam,noun,21,4
flared,verb,5,6
jacket,noun,33,6
kay,noun,21,3
angelo,noun,8,6
christian,adjective,144,9
marie,noun,6,5
earl,noun,12,4
loving,noun,15,6
studies,noun,103,7
thrift,noun,5,6
shop,noun,63,4
reputation,noun,27,10
fun,noun,44,3
promises,verb,20,8
tradition,noun,94,9
food,noun,147,4
colorful,adjective,21,8
hospitality,noun,6,11
prospects,noun,24,9
hats,noun,14,4
excitement,noun,32,10
basin,noun,7,5
festivities,noun,8,11
jazz,noun,99,4
lester,noun,13,6
phase,noun,72,5
oysters,noun,8,7
specialties,noun,5,11
chef,noun,9,4
scenic,adjective,9,6
effects,noun,108,7
flowers,noun,57,7
display,noun,41,7
brothers,noun,41,8
bundle,noun,20,6
clothing,noun,20,8
household,noun,32,9
shelves,noun,8,7
walnut,noun,11,6
convenience,noun,19,11
throughout,function,133,10
suburbs,noun,18,7
deposited,verb,10,9
bundles,noun,7,7
dinners,noun,9,7
jewish,adjective,74,6
competence,noun,18,10
totals,verb,6,6
feminine,adjective,10,8
husbands,noun,14,8
arrangements,noun,38,12
rose,noun,86,4
duties,noun,34,6
lewis,noun,57,5
stone,noun,58,5
besides,function,31,7
dessert,noun,7,7
moody,noun,5,5
harcourt,noun,6,8
newman,noun,10,6
models,noun,47,6
boyd,noun,5,4
putt,noun,7,4
troop,noun,16,5
decades,noun,34,7
invites,verb,7,7
temperatures,noun,26,12
arrange,verb,10,7
exhibit,noun,25,7
sale,noun,44,4
paintings,noun,36,9
sculpture,noun,11,9
sponsors,noun,10,8
artists,noun,55,7
proceeds,noun,16,8
levels,noun,69,6
monte,noun,5,5
delaware,noun,27,8
valley,noun,73,6
nicholas,noun,7,8
portrait,noun,17,8
wins,verb,8,4
door,noun,312,4
originated,verb,15,10
continuing,verb,61,10
jerome,noun,5,6
meyer,noun,6,5
chairmen,noun,9,8
jacques,noun,8,7
oscar,noun,9,5
evans,noun,10,5
anderson,noun,13,8
entertained,verb,11,11
hills,noun,50,5
lynn,noun,5,4
drexel,noun,10,6
eileen,noun,26,6
entertaining,verb,12,12
vienna,noun,22,6
anne,noun,42,4
taylor,noun,21,6
greenwich,noun,27,9
easter,noun,11,6
bermuda,noun,9,7
susan,noun,37,5
celebrated,verb,14,10
february,noun,45,8
graduated,verb,13,9
louise,noun,5,6
fraternity,noun,6,10
queen,noun,41,5
carnival,noun,9,8
ballroom,noun,8,8
downtown,noun,41,8
rex,noun,5,3
hosts,noun,5,5
lady,noun,80,4
hostess,noun,8,7
restaurant,noun,41,10
richmond,noun,12,8
katherine,noun,6,9
attends,verb,6,7
sweet,adjective,68,5
margaret,noun,10,8
auditorium,noun,14,10
ladies,noun,28,6
clayton,noun,27,7
eleanor,noun,10,7
array,noun,11,5
chic,adjective,7,4
worn,verb,23,4
dances,noun,23,6
chose,verb,37,5
slim,adjective,20,4
panels,noun,46,6
fringed,verb,5,7
crimson,adjective,8,7
silk,noun,12,4
slippers,noun,7,8
maids,noun,12,5
deep,adjective,93,4
ashes,noun,6,5
roses,noun,7,5
dress,noun,67,5
edging,noun,5,6
embroidered,verb,5,11
threads,noun,7,7
cuts,noun,30,4
simpson,noun,5,7
drastic,adjective,11,7
decline,noun,31,7
freight,noun,28,7
loading,verb,11,7
necessitated,verb,11,12
affect,verb,35,6
employees,noun,66,9
supervisors,noun,5,11
unions,noun,29,6
wages,noun,42,5
struck,verb,59,6
cab,noun,12,3
mount,noun,26,5
wiley,noun,6,5
robbery,noun,10,7
attempted,verb,33,9
automatic,adjective,40,9
store,noun,74,5
negroes,noun,59,7
assaulted,verb,6,9
register,noun,26,8
choking,verb,7,7
burned,verb,40,6
damaged,verb,7,7
arundel,noun,5,7
arrival,noun,23,7
annapolis,noun,7,9
burns,noun,23,5
occurred,verb,67,8
mile,noun,48,4
recording,verb,31,9
jenkins,noun,9,7
cites,verb,10,5
discrepancies,noun,5,13
contained,verb,60,9
memory,noun,76,6
hate,verb,42,4
write,verb,106,5
machine,noun,103,7
permanent,adjective,40,9
commissioners,noun,16,13
zoning,verb,6,6
bodies,noun,64,6
suits,noun,25,5
notes,verb,57,5
boards,noun,47,6
ambulance,noun,6,9
ill,adjective,22,3
parked,verb,33,6
summoned,verb,10,8
deficiencies,noun,10,12
snow,noun,59,4
corrected,verb,9,9
councilman,noun,5,10
dispatched,verb,5,10
storms,noun,6,6
werner,noun,6,6
improvements,noun,20,12
operations,noun,84,10
manual,adjective,9,6
laborers,noun,6,8
resumed,verb,23,7
parking,verb,31,7
tires,noun,12,5
chains,noun,10,6
overlooked,verb,7,10
merchants,noun,22,9
survive,verb,33,7
observations,noun,40,12
inefficient,adjective,7,11
supplies,noun,47,8
trained,verb,54,7
plow,noun,12,4
blades,noun,12,6
layer,noun,12,5
murdered,verb,9,8
victims,noun,19,7
rifle,noun,63,5
elmer,noun,6,5
detectives,noun,17,10
benjamin,noun,12,8
brick,noun,18,5
manor,noun,5,5
bedroom,noun,52,7
kitchen,noun,90,7
driven,verb,44,6
broadcast,verb,16,9
trooper,noun,7,7
lloyd,noun,10,5
simpkins,noun,7,8
resident,noun,13,8
outset,noun,13,6
guiding,verb,10,7
spirits,noun,44,7
totaled,verb,7,7
compared,verb,71,8
dodge,noun,11,5
cumulative,adjective,13,10
amounted,verb,5,8
corresponding,adjective,38,13
consists,verb,43,8
shelter,noun,70,7
market,noun,155,6
enjoyed,verb,57,7
availability,noun,21,12
mortgage,noun,17,8
prosperity,noun,14,10
consumer,noun,38,8
encouraged,verb,29,10
vary,verb,34,4
choosing,verb,11,8
hardware,noun,11,8
manufacturing,verb,24,13
maintaining,verb,28,11
quality,noun,114,7
components,noun,55,10
predicted,verb,18,9
harbor,noun,37,6
cherry,noun,6,6
comprise,verb,11,8
structures,noun,31,10
terrace,noun,9,7
entrance,noun,57,8
stairs,noun,47,6
masonry,noun,6,7
heating,verb,24,7
warm,adjective,67,4
secrets,noun,20,7
submarine,noun,26,9
dreadnought,noun,6,11
implication,noun,10,11
spy,noun,9,3
ring,noun,47,4
agents,noun,39,6
testified,verb,11,9
built,verb,103,5
designs,noun,28,7
supplied,verb,36,8
killer,noun,21,6
hull,noun,13,4
patterned,verb,6,9
derived,verb,39,7
reactor,noun,7,7
bow,noun,15,3
british,adjective,118,7
devoted,verb,51,7
divorced,verb,8,8
presumed,verb,12,8
russian,adjective,80,7
canadian,adjective,7,8
passport,noun,6,8
arrested,verb,19,8
roll,noun,34,4
camera,noun,36,6
wrapping,noun,6,8
flashed,verb,16,7
joyce,noun,21,5
suburban,adjective,29,8
cottage,noun,19,7
buried,verb,18,6
dots,noun,11,4
marks,noun,28,5
dot,noun,13,3
magnification,noun,10,13
drawing,noun,40,7
page,noun,66,4
manuscript,noun,8,10
innocent,adjective,37,8
bail,noun,7,4
widowed,verb,5,7
aunt,noun,22,4
uncle,noun,57,5
refuses,verb,6,7
german,noun,85,6
russia,noun,72,6
sentenced,verb,8,9
altered,verb,22,7
behavior,noun,96,8
currency,noun,12,8
asserted,verb,16,8
selling,verb,31,7
highest,adjective,59,7
adviser,noun,6,7
underwater,adjective,12,10
warfare,noun,43,7
drawings,noun,21,8
ship,noun,83,4
reproduced,verb,7,10
potential,adjective,67,9
cleared,verb,23,7
watched,verb,81,7
broken,verb,63,6
lawyers,noun,23,7
clients,noun,10,7
reveal,verb,30,6
designing,verb,9,9
sharing,verb,23,7
machinery,noun,60,9
design,noun,114,6
generation,noun,55,10
advanced,verb,53,8
august,noun,53,6
potent,adjective,9,6
polaris,noun,10,7
missile,noun,48,7
atom,noun,37,4
cooled,verb,17,6
reactors,noun,6,8
electric,adjective,68,8
steam,noun,17,5
complexity,noun,14,10
fastest,adjective,6,7
ships,noun,43,5
gear,noun,26,4
detecting,verb,6,9
detail,noun,72,6
signals,noun,29,7
wavelengths,noun,6,11
codes,noun,17,5
hidden,verb,20,6
fastened,verb,14,8
lid,noun,19,3
indictment,noun,12,10
narcotics,noun,7,9
rumor,noun,8,5
perry,noun,8,5
racket,noun,5,6
posed,verb,7,5
aiming,verb,5,6
criminals,noun,6,9
mentions,noun,7,8
nominated,verb,8,9
tree,noun,59,4
medal,noun,7,5
comments,noun,30,8
convicted,verb,14,9
peddler,noun,5,7
indiana,noun,13,7
witness,noun,28,7
moses,noun,9,5
winston,noun,40,7
agent,noun,44,5
stewart,noun,6,7
cta,noun,7,3
robbed,verb,10,6
youths,noun,11,6
bag,noun,42,3
morgan,noun,72,6
boarded,verb,5,7
bound,verb,42,5
express,noun,42,7
ensued,verb,5,6
fled,verb,28,4
blanche,noun,25,7
murder,noun,75,6
appealed,verb,13,8
pardon,noun,8,6
relationship,noun,88,12
wealthy,adjective,12,7
evanston,noun,7,8
forbidden,verb,15,9
icy,adjective,12,3
stickney,noun,5,8
reckless,adjective,9,8
salesman,noun,12,8
simms,noun,17,5
pursuit,noun,16,7
jenks,noun,6,5
sped,verb,9,4
spun,verb,16,4
prairie,noun,21,7
johns,noun,6,5
pohl,noun,11,4
anna,noun,7,4
hengesbach,noun,9,10
visible,adjective,34,7
emotion,noun,34,7
cell,noun,65,4
reach,verb,105,5
cloud,noun,28,5
neighbor,noun,14,8
pleased,verb,41,7
suspicion,noun,27,9
removed,verb,75,7
misfortune,noun,10,10
rebuild,verb,5,7
settled,verb,69,7
grandfather,noun,12,11
ledge,noun,6,5
barn,noun,29,4
release,noun,37,7
killing,verb,23,7
confession,noun,17,10
fred,noun,27,4
motion,noun,55,6
locked,verb,30,6
olive,noun,5,5
valid,adjective,22,5
definition,noun,38,10
packed,verb,19,6
sterling,noun,7,8
township,noun,7,8
surviving,verb,14,9
died,verb,86,4
kowalski,noun,18,8
holy,adjective,49,4
adjoining,verb,13,9
suburb,noun,13,6
funeral,noun,33,7
cemetery,noun,15,8
rested,verb,17,6
elliott,noun,5,7
stove,noun,15,5
upstairs,adjective,5,8
candle,noun,18,6
cornell,noun,5,7
fumes,noun,5,5
girls,noun,142,5
lacked,verb,19,6
electricity,noun,26,11
twin,noun,7,4
escaped,verb,18,7
arrears,noun,6,7
tragedy,noun,49,7
sidney,noun,9,6
supplying,verb,13,9
meals,noun,26,5
collected,verb,44,9
announcing,verb,7,10
subdivision,noun,11,11
northeast,noun,16,9
mailed,verb,16,6
collection,noun,84,10
revealed,verb,39,8
faculty,noun,74,7
spontaneous,adjective,17,11
sympathy,noun,36,8
expresses,verb,9,9
spoken,verb,37,6
alert,adjective,33,5
patrol,noun,25,6
conviction,noun,50,10
youthful,adjective,12,8
mcclellan,noun,13,9
approaching,verb,27,11
pursued,verb,14,7
fleeing,verb,10,7
murphy,noun,7,6
correction,noun,5,10
vientiane,noun,7,9
offensive,adjective,8,9
truce,noun,5,5
delhi,noun,5,5
verify,verb,5,6
thinking,verb,145,8
troops,noun,53,6
note,noun,127,4
ambassador,noun,22,10
describing,verb,17,10
appeal,noun,63,6
vietnamese,noun,6,10
confirmation,noun,7,12
massive,adjective,33,7
sources,noun,88,7
exaggerated,verb,13,11
havana,noun,15,6
cubans,noun,5,6
executed,verb,14,8
firing,verb,24,6
captured,verb,17,8
suspected,verb,21,9
dawn,noun,28,4
revolutionary,adjective,21,13
tribunal,noun,5,8
del,noun,10,3
plot,noun,37,4
seattle,noun,7,7
businessman,noun,9,11
condemned,verb,19,9
rebels,noun,17,6
commander,noun,28,9
legion,noun,7,6
fidel,noun,7,5
seized,verb,24,6
rifles,noun,23,6
associated,verb,61,10
swept,verb,34,5
converted,verb,20,9
makeshift,adjective,6,9
roman,adjective,58,5
priests,noun,16,7
concentration,noun,47,13
siberia,noun,6,7
prisoners,noun,21,9
emory,noun,14,5
trustees,noun,25,8
taxing,verb,9,6
institutions,noun,98,12
segregated,verb,15,10
standards,noun,74,9
institution,noun,41,11
grade,noun,35,5
privileges,noun,10,10
conforms,verb,5,8
statutory,adjective,13,9
provisions,noun,39,10
obstacles,noun,7,9
desegregation,noun,40,13
intend,verb,15,6
exempt,verb,5,6
criteria,noun,11,8
colored,verb,31,7
integrated,verb,11,10
challenged,verb,9,10
affiliated,verb,7,10
newspaper,noun,65,9
commitment,noun,13,10
excellence,noun,13,10
paramount,adjective,9,9
generous,adjective,25,8
recognize,verb,62,9
obligation,noun,16,10
promote,verb,32,7
creed,noun,8,5
governing,verb,21,9
documents,noun,19,9
applications,noun,25,12
prospective,adjective,21,11
corporate,adjective,19,9
existence,noun,107,9
derives,verb,9,7
desiring,verb,5,8
intellectual,adjective,66,12
moral,adjective,142,5
fulfillment,noun,12,11
riding,verb,45,6
slid,verb,24,4
pole,noun,18,4
waddell,noun,15,7
ne,noun,5,2
occupants,noun,9,9
leon,noun,5,4
bruises,noun,8,7
renewed,verb,17,7
theaters,noun,11,8
coahr,noun,5,5
gather,verb,20,6
eve,noun,19,3
operators,noun,17,9
likelihood,noun,10,10
sporadic,adjective,7,8
negotiate,verb,10,9
inability,noun,17,9
indifference,noun,17,12
integrate,verb,7,9
pledged,verb,5,7
extensive,adjective,44,9
presence,noun,76,8
picket,noun,9,6
profits,noun,21,7
s,noun,22,1
w,noun,5,1
cafeteria,noun,15,9
survivors,noun,13,9
sisters,noun,13,7
bloom,noun,12,5
painter,noun,21,7
emma,noun,10,4
daughters,noun,14,9
nancy,noun,5,5
wallace,noun,6,7
wilmington,noun,6,10
rock,noun,75,4
ronald,noun,5,6
ripped,verb,6,6
latch,noun,5,5
scratching,verb,12,10
scratches,noun,6,9
violent,adjective,33,7
attacked,verb,25,8
subdued,verb,8,7
uniforms,noun,14,8
